ISSUE,EXPIRE,WFO,ETN,UGC,WFILE,OBJECTID,GEO_DATA
10072245    ,10072315,IND ,0022 ,INC105 INC109 INC119 INC133             ,http://www.weather.gov/regsci/gis/text/INDTOR.1410072245    ,1,10072249    ,10072320,LMK ,0020 ,KYC017                                  ,http://www.weather.gov/regsci/gis/text/LMKTOR.1410072249    ,2,10072303    ,10072335,LMK ,0021 ,KYC073 KYC209 KYC239                    ,http://www.weather.gov/regsci/gis/text/LMKTOR.1410072303    ,3,10072306    ,10072330,JKL ,0024 ,KYC011 KYC165 KYC173                    ,http://www.weather.gov/regsci/gis/text/JKLTOR.1410072306    ,4,10072306    ,10072330,JKL ,0024 ,KYC011 KYC165 KYC173                    ,http://www.weather.gov/regsci/gis/text/JKLTOR.1410072307    ,5,10072308    ,10072345,JKL ,0025 ,KYC115 KYC153 KYC175                    ,http://www.weather.gov/regsci/gis/text/JKLTOR.1410072309    ,6,
